Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial(1);Modifc. (2);C. Definitivo (3);C Disponible (4);Re. Pte. Util.(5);C. Autorizado (6);C. Dispuesto (7);Obl. Reconoc. (8);C. Ordenado (9);Pagos Real (10)
;;001;098;33601;60900;2017/000382;2017/000382;REPRODUCCIÓN FUENTES  GEMELAS PUERTA DEL SOL. RESTAURACIÓN;218;VILLA DE VALLECAS;10;CULTURA;06;ESTATUAS Y MONUMENTOS;;;;;;;80000,00;-80000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;60900;2017/000385;2017/000385;REPRODUCCIÓN FUENTE DE LA SERENA. RESTAURACIÓN;204;SALAMANCA;10;CULTURA;06;ESTATUAS Y MONUMENTOS;;;;;;;60000,00;-60000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;60900;2017/000779;2017/000779;BUSTO EN BRONCE DE CLARA CAMPOAMOR. INSTALACIÓN;201;CENTRO;10;CULTURA;06;ESTATUAS Y MONUMENTOS;;;;;;;0,00;65010,00;65010,00;0,00;0,00;65010,00;65010,00;65010,00;0,00;0,00
;;001;098;33601;60900;2017/000797;2017/000797;BIEN CULTURAL HOMENAJE VÍCTIMAS ATENTADOS DE PARÍS. INSTALACIÓN EN PZA. VILLA DE PARÍS;201;CENTRO;10;CULTURA;06;ESTATUAS Y MONUMENTOS;;;;;;;0,00;2299,00;2299,00;0,00;0,00;2299,00;2299,00;2299,00;0,00;0,00
;;001;098;33601;60900;2017/007131;2017/007131;COLOR EN CARABANCHEL. ARTE EN MUROS Y FACHADAS (ID: 3399);211;CARABANCHEL;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;;;;;18;PRESUPUESTOS PARTICIPATIVOS;6000,00;-6000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;60900;2017/007133;2017/007133;"ESCULTURA  HOMENAJE ""MOVIMIENTO SCOUT"", RETIRO. INSTALACIÓN  (ID: 5079)";203;RETIRO;10;CULTURA;06;ESTATUAS Y MONUMENTOS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;20000,00;-20000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;60900;2017/007134;2017/007134;MUSEO DE ARTE URBANO EN MUROS DEL DISTRITO DE RETIRO (ID: 5082);203;RETIRO;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;;;;;18;PRESUPUESTOS PARTICIPATIVOS;6000,00;0,00;6000,00;6000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;60904;2012/000162;2012/000162;ENTORNO DEL MATADERO. OBRAS DE URBANIZACIÓN;202;ARGANZUELA;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;1361,00;-0,74;1360,26;0,00;0,00;1360,26;1360,26;1124,18;0,00;1124,18
;;001;098;33601;60999;2017/000687;2017/000687;CUESTA DE MOYANO. CONVERSIÓN  EN UN ESPACIO CULTURAL;203;RETIRO;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;;;;;;;800000,00;-800000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;60999;2017/007132;2017/007132;PLACAS INFORMATIVAS EN LOS LUGARES DE VALOR HISTÓRICO DE CARABANCHEL (ID: 3844);211;CARABANCHEL;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;;;;;18;PRESUPUESTOS PARTICIPATIVOS;20000,00;-20000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;61900;2014/000123;2014/000123;RESTAURACIÓN DE LA MURALLA ISLÁMICA;201;CENTRO;10;CULTURA;06;ESTATUAS Y MONUMENTOS;;;;;;;1467,00;-0,59;1466,41;0,00;0,00;1466,41;1466,41;0,00;0,00;0,00
;;001;098;33601;61900;2017/000587;2017/000587;MONUMENTO A LAS VÍCTIMAS DEL 11-M. REFORMA;203;RETIRO;10;CULTURA;06;ESTATUAS Y MONUMENTOS;;;;;;;300000,00;-300000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;61900;2017/007135;2017/007135;MONUMENTO A FEDERICO GARCÍA LORCA. PANEL INFORMATIVO Y REHABILITACIÓN (ID: 5213);218;VILLA DE VALLECAS;10;CULTURA;06;ESTATUAS Y MONUMENTOS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;20000,00;-20000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;098;33601;61900;2017/004111;2017/004111;RESTAURACIÓN FUENTES GEMELAS ANTIGUAMENTE INSTALADAS EN LA PUERTA DEL SOL;218;VILLA DE VALLECAS;10;CULTURA;06;ESTATUAS Y MONUMENTOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;60000,00;60000,00;60000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;098;33601;61900;2017/004112;2017/004112;REPRODUCCIÓN ELEMENTOS ESCULTÓRICOS DE LA FUENTE DE LA SERENA;204;SALAMANCA;10;CULTURA;06;ESTATUAS Y MONUMENTOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;60000,00;60000,00;60000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;098;33601;61900;2017/004203;2017/004203;MURALLAS DE MADRID. OBRAS DE RESTAURACIÓN;201;CENTRO;10;CULTURA;06;ESTATUAS Y MONUMENTOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;200000,00;200000,00;200000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;62200;2009/000430;2009/000430;BIBLIOTECA MUNICIPAL EN BARRIO DE SAN FERMÍN. CONSTRUCCIÓN;212;USERA;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;800000,00;-798076,42;1923,58;1923,58;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;62200;2017/000312;2017/000312;BIBLIOTECA CIUDAD LINEAL. CONSTRUCCIÓN;215;CIUDAD LINEAL;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;185000,00;-185000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;62200;2017/000313;2017/000313;BIBLIOTECA PUENTE DE VALLECAS, C/MONTE URGULL. CONTRUCCIÓN;213;PUENTE DE VALLECAS;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;197000,00;-97168,68;99831,32;0,00;0,00;99831,32;99831,32;99831,32;0,00;0,00
;;001;098;33601;62200;2017/000319;2017/000319;BIBLIOTECA DE MONTECARMELO. CONSTRUCCIÓN;208;FUENCARRAL-EL PARDO;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;185000,00;-185000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;62200;2017/000326;2017/000326;BIBLIOTECA HORTALEZA. CONSTRUCCIÓN;216;HORTALEZA;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;185000,00;-185000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;62200;2017/000646;2017/000646;CENTRO CULTURAL EN BARRIO LAS TABLAS. CONSTRUCCIÓN;208;FUENCARRAL-EL PARDO;10;CULTURA;03;CENTROS CULTURALES;;;;;;;185000,00;-185000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;098;33601;62200;2017/000317;2017/000317;BIBLIOTECA DE VILLAVERDE. CONSTRUCCIÓN;217;VILLAVERDE;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;185000,00;0,00;185000,00;0,00;185000,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;62301;2017/000397;2017/000397;EDIFICIOS CULTURA Y DEPORTES. SISTEMAS DE ALARMAS;998;VARIOS DISTRITOS;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;10000,00;-848,61;9151,39;9151,39;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;62301;2017/000708;2017/000708;BIBLIOTECA PÚBLICA ÁNGEL GONZÁLEZ. INSTALACIONES TÉCNICAS;210;LATINA;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;0,00;848,61;848,61;0,00;0,00;848,61;848,61;848,61;0,00;848,61
;;001;098;33601;62999;2017/001295;2017/001295;EDIFICIOS ÁREA DE CULTURA Y DEPORTES. APARATOS DE AIRE ACONDICIONADO PORTÁTILES;998;VARIOS DISTRITOS;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;;;;;;;0,00;19514,88;19514,88;0,00;0,00;19514,88;19514,88;19514,88;0,00;19514,88
;;001;098;33601;63200;2004/000068;2004/000068;CUARTEL CONDE DUQUE. RESTAURACIÓN;201;CENTRO;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;250000,00;0,00;250000,00;0,00;81250,60;168749,40;168749,40;168749,40;0,00;0,00
;;001;098;33601;63200;2014/000122;2014/000122;IGLESIA DE LAS MARAVILLAS. RESTAURACIÓN;201;CENTRO;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;78102,00;-78102,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;63200;2014/000126;2014/000126;PLANETARIO DE MADRID. ADECUACIÓN SALA DE PROYECCIONES;202;ARGANZUELA;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;413000,00;-976,00;412024,00;0,00;0,00;412024,00;412024,00;412019,07;0,00;412019,07
;;001;098;33601;63200;2014/000166;2014/000166;MUSEO DE HISTORIA DE MADRID. REHABILITACIÓN ZONA CAPILLA;201;CENTRO;10;CULTURA;02;MUSEOS Y COLECCIONES;;;;;;;1600,00;-0,28;1599,72;0,00;0,00;1599,72;1599,72;0,00;0,00;0,00
;;001;098;33601;63200;2016/000295;2016/000295;"PALACIO ""EL CAPRICHO"". REHABILITACIÓN PARA DESARROLLO MUSEOGRÁFICO";221;BARAJAS;10;CULTURA;02;MUSEOS Y COLECCIONES;;;;;;;865000,00;-520690,68;344309,32;0,00;0,00;344309,32;344309,32;281681,50;0,00;281681,50
;;001;098;33601;63200;2016/000575;2016/000575;BIBLIOTECA PÚBLICA JOSÉ SARAMAGO. OBRAS DE REHABILITACIÓN Y REPARACIÓN;208;FUENCARRAL-EL PARDO;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;806000,00;-707464,64;98535,36;0,00;0,00;98535,36;4047,98;0,00;0,00;0,00
;;001;098;33601;63200;2017/000353;2017/000353;ESTUDIOS Y TRABAJOS TÉCNICOS PROYECTOS RESTAURACIÓN PATRIMONIO CULTURAL;998;VARIOS DISTRITOS;10;CULTURA;06;ESTATUAS Y MONUMENTOS;;;;;;;60000,00;-60000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;63200;2017/000355;2017/000355;RESERVADO CHICO DE LA CASA DE CAMPO. OBRAS DE RESTAURACIÓN;209;MONCLOA-ARAVACA;10;CULTURA;06;ESTATUAS Y MONUMENTOS;;;;;;;200000,00;-200000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;63200;2017/000395;2017/000395;OBRAS DE CONSERVACIÓN DEL PATRIMONIO CULTURAL;998;VARIOS DISTRITOS;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;148000,00;431601,19;579601,19;0,00;579601,19;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;63200;2017/000395;2017/010395;MUSEO DE SAN ISIDRO. ADECUACIÓN PARAMENTOS EN ZONAS NO EXPOSITIVAS;201;CENTRO;10;CULTURA;02;MUSEOS Y COLECCIONES;;;;;;;0,00;8398,81;8398,81;0,00;0,00;8398,81;8398,81;8398,80;0,00;8398,80
;;001;098;33601;63200;2017/000404;2017/000404;ANTIGUAS OFICINAS TEATRO MADRID. REHABILITACIÓN;208;FUENCARRAL-EL PARDO;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;568000,00;-549883,17;18116,83;18116,83;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;63200;2017/000406;2017/000406;NAVE 8 DEL MATADERO. OBRAS ADECUACIÓN SEDE DE LA ESCUELA SUPERIOR DE DISEÑO DE MADRID;202;ARGANZUELA;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;450000,00;-425000,00;25000,00;0,00;25000,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;63200;2017/000586;2017/000586;TEATRO MADRID. REHABILITACIÓN;208;FUENCARRAL-EL PARDO;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;700000,00;-700000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;63200;2017/000679;2017/000679;EDIFICIO DAOIZ Y VELARDE. ADAPTACIÓN TEATRO;203;RETIRO;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;1500000,00;-1500000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;63200;2017/001051;2017/001051;PLANETARIO DE MADRID. OBRAS DE REFORMA;202;ARGANZUELA;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;0,00;21178,93;21178,93;0,00;0,00;21178,93;21178,93;17642,72;0,00;17642,72
;;001;098;33601;63200;2017/001052;2017/001052;TEATRO DE TÍTERES DEL PARQUE DEL RETIRO. OBRAS DE REPARACIÓN;203;RETIRO;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;0,00;14648,02;14648,02;0,00;0,00;14648,02;14648,02;14648,02;0,00;14648,02
;;001;098;33601;63200;2017/001210;2017/001210;GRUPO ESCULTÓRICO MONUMENTO ALFONSO XII RETIRO. CONSOLIDACIÓN;203;RETIRO;10;CULTURA;06;ESTATUAS Y MONUMENTOS;;;;;;;0,00;199734,06;199734,06;0,00;0,00;199734,06;199734,06;197379,68;0,00;60738,31
;;001;098;33601;63200;2017/001294;2017/001294;PALACETE QUINTA DE LOS MOLINOS. ADECUACIÓN PARA CENTRO ACTIVIDADES CULTURALES;220;SAN BLAS-CANILLEJAS;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;0,00;205000,00;205000,00;5144,69;0,00;199855,31;199855,31;147977,47;0,00;17426,88
;;001;098;33601;63200;2017/001302;2017/001302;PLANETARIO DE MADRID. ADECUACIÓN INSTALACIÓN ELÉCTRICA;202;ARGANZUELA;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;0,00;13176,90;13176,90;0,00;0,00;13176,90;13176,90;13176,90;0,00;0,00
;;001;098;33601;63200;2017/001351;2017/001351;ERMITA DE SAN ROQUE. OBRAS DE RESTAURACIÓN;208;FUENCARRAL-EL PARDO;10;CULTURA;06;ESTATUAS Y MONUMENTOS;;;;;;;0,00;20570,00;20570,00;0,00;0,00;20570,00;20570,00;20570,00;0,00;20570,00
;;001;098;33601;63200;2017/007195;2017/007195;PALACETE QUINTA DE LOS MOLINOS.ADECUACIÓN ASEOS PARA USO PÚBLICO EN EL PARQUE(ID: 1236);220;SAN BLAS-CANILLEJAS;09;MEDIO AMBIENTE;00;PARQUES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;10000,00;-10000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;098;33601;63200;2017/004110;2017/004110;CUARTEL CONDE DUQUE. OBRAS DE ACCESIBILIDAD Y LÍNEA DE VIDA;201;CENTRO;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;81260,00;81260,00;81260,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;098;33601;63200;2017/004201;2017/004201;ERMITA DE SAN ROQUE. OBRAS DE RESTAURACIÓN;208;FUENCARRAL-EL PARDO;10;CULTURA;06;ESTATUAS Y MONUMENTOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;200000,00;200000,00;200000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;098;33601;63200;2017/004204;2017/004204;CASA DE LA VILLA. ACONDICIONAMIENTO DE LOS ESPACIOS PÚBLICOS;201;CENTRO;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;200000,00;200000,00;200000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;098;33601;63200;2017/004205;2017/004205;MUSEO DE ARTE CONTEMPORÁNEO. OBRAS DE ACONDICIONAMIENTO;201;CENTRO;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;400000,00;400000,00;400000,00;0,00;0,00;0,00;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;098;33601;63200;2017/000393;2017/000393;REHABILITACIÓN IGLESIA MARIS STELLA;212;USERA;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;250000,00;0,00;250000,00;0,00;250000,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;63301;2016/009172;2016/009172;MUSEO DE LOS ORÍGENES. REFORMA INSTALACIÓN DE CLIMATIZACIÓN Y  ADAPTACIÓN A LA NORMATIVA VIGENTE;201;CENTRO;10;CULTURA;02;MUSEOS Y COLECCIONES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;200000,00;0,00;200000,00;0,00;200000,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;63301;2016/009174;2016/009174;EDIFICIO DEL PLANETARIO. REFORMA INSTALACIÓN DE CLIMATIZACIÓN Y ADAPTACIÓN A LA NORMATIVA VIGENTE;202;ARGANZUELA;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;330000,00;164,95;330164,95;0,00;0,00;330164,95;245157,42;244201,76;0,00;239736,14
;;001;098;33601;63301;2016/009182;2016/009182;BIBLIOTECA EUGENIO TRÍAS. INSTALACIONES DE CLIMATIZACIÓN, EFICIENCIA ENERGÉTICA Y SOSTENIBILIDAD;203;RETIRO;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;300000,00;-300000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;63301;2017/000360;2017/000360;TEMPLETE DEL PARQUE DEL RETIRO. MEJORA INSTALACIÓN PROTECCIÓN SOLAR;203;RETIRO;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;50000,00;0,00;50000,00;0,00;44131,56;5868,44;5868,44;5868,44;0,00;5868,44
;;001;098;33601;63301;2017/000596;2017/000596;TEMPLO DE DEBOD. OBRAS DE CLIMATIZACIÓN;209;MONCLOA-ARAVACA;10;CULTURA;02;MUSEOS Y COLECCIONES;;;;;;;200000,00;0,00;200000,00;0,00;200000,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;098;33601;63301;2017/004107;2017/004107;MUSEO DE LOS ORÍGENES. CLIMATIZACIÓN Y ADAPTACIÓN NORMATIVA;201;CENTRO;10;CULTURA;02;MUSEOS Y COLECCIONES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;442620,00;442620,00;442620,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;098;33601;63301;2017/004108;2017/004108;TEMPLO DE DEBOD. CLIMATIZACIÓN;209;MONCLOA-ARAVACA;10;CULTURA;02;MUSEOS Y COLECCIONES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;278015,00;278015,00;278015,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;098;33601;63301;2017/004109;2017/004109;TEMPLETE MÚSICA PARQUE DEL RETIRO. MEJORA INSTALACIONES PROTECCIÓN SOLAR;203;RETIRO;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;44140,00;44140,00;44140,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;34102;61999;2017/007136;2017/007136;INSTALACION DEPORTIVA BASICA VIA LUSITANA.ADECUACIÓN CESPED ARTIFICIAL(ID: 3410);211;CARABANCHEL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;1000000,00;-2866,50;997133,50;1633,50;391034,40;604465,60;604465,60;105424,76;0,00;0,00
;;001;098;34102;62200;2016/000338;2016/000338;DEPORTIVO VALLEHERMOSO. CONSTRUCCION PISTA DE ATLETISMO;207;CHAMBERI;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;4000000,00;-1271842,51;2728157,49;0,00;539908,87;2188248,62;407032,05;293501,85;0,00;293501,85
;;001;098;34102;62200;2016/000549;2016/000549;CENTRO DEPORTIVO HORTALEZA. CONSTRUCCIÓN PISTA DE ATLETISMO;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;200000,00;-50000,00;150000,00;0,00;150000,00;0,00;0,00;0,00;0,00;0,00
;;001;098;34102;62200;2017/000647;2017/000647;PISTA DE ATLETISMO EN EL PARQUE PLATA Y CASTAÑAR. CONSTRUCCIÓN;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;100000,00;-100000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;34102;62200;2017/000648;2017/000648;INSTALACIÓN DEPORTIVA VALLEHERMOSO. CONSTRUCCIÓN;207;CHAMBERI;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;100000,00;-100000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;34102;62200;2017/000692;2017/000692;DEPORTIVO BÁSICO SAN MARTÍN DE PORRES. CÉSPED ARTIFICIAL;211;CARABANCHEL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;700000,00;-700000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;34102;62302;2016/000560;2016/000560;EQUIPAMIENTO CENTRO DEPORTIVO GALLUR, C/ GALLUR, 2;210;LATINA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;11975,83;11975,83;0,00;6136,79;5839,04;5839,04;5839,04;0,00;0,00
;;001;098;34102;62302;2017/000282;2017/000282;MATERIAL DE EXPLORACIÓN Y DIAGNÓSTICO PARA LOS CENTROS DEPORTIVOS MUNICIPALES;998;VARIOS DISTRITOS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;60000,00;-60000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;34102;62302;2017/000282;2017/010282;CENTRO DEPORTIVO GIMNASIO MOSCARDÓ. MATERIAL DE EXPLORACIÓN Y DIAGNÓSTICO;204;SALAMANCA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;14520,00;14520,00;0,00;4507,25;10012,75;10012,75;10012,75;0,00;0,00
;;001;098;34102;62302;2017/000282;2017/020282;CENTRO DEPORTIVO CONCEPCIÓN. MATERIAL DE EXPLORACIÓN Y DIAGNÓSTICO;215;CIUDAD LINEAL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;14520,00;14520,00;0,00;4507,25;10012,75;10012,75;10012,75;0,00;0,00
;;001;098;34102;62302;2017/000282;2017/030282;CENTRO DEPORTIVO JOSÉ MARÍA CAGIGAL. MATERIAL DE EXPLORACIÓN Y DIAGNÓSTICO;209;MONCLOA-ARAVACA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;14520,00;14520,00;0,00;4507,25;10012,75;10012,75;10012,75;0,00;0,00
;;001;098;34102;62302;2017/000282;2017/040282;CENTRO DEPORTIVO DAOIZ Y VELARDE 2. MATERIAL DE EXPLORACIÓN Y DIAGNÓSTICO;203;RETIRO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;14520,00;14520,00;0,00;4507,25;10012,75;10012,75;10012,75;0,00;0,00
;;001;098;34102;62302;2017/000283;2017/000283;MATERIAL DEPORTIVO PARA EL PROGRAMA DE ATENCION TÉCNICA PERSONALIZADA (ATP);998;VARIOS DISTRITOS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;100000,00;-100000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;34102;62302;2017/000575;2017/000575;EQUIPAMIENTO CENTROS DEPORTIVOS PARA REALIZACIÓN DE COMPETICIONES OFICIALES;998;VARIOS DISTRITOS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;100000,00;-100000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;34102;62599;2017/000575;2017/000575;EQUIPAMIENTO CENTROS DEPORTIVOS PARA REALIZACIÓN DE COMPETICIONES OFICIALES;998;VARIOS DISTRITOS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;150000,00;-150000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;34102;62599;2017/000575;2017/010575;EQUIPAMIENTO CENTRO DEPORTIVO GALLUR PARA REALIZACIÓN DE COMPETICIONES OFICIALES;210;LATINA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;18059,25;18059,25;0,00;0,00;18059,25;18059,25;18059,25;0,00;0,00
;;001;098;34102;62600;2016/000769;2016/000769;CENTRO DEPORTIVO GALLUR. EQUIPOS DE COMUNICACIÓN;210;LATINA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;69520,42;69520,42;1162,57;0,00;68357,85;68357,85;68357,85;0,00;39905,80
