Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Código proyecto;Título;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo;C Disponible ;Re. Pte. Util.;C. Autorizado;C. Dispuesto;Obl. Reconoc.;C. Ordenado;Pagos Real
;;001;098;33210;62901;2017/000115;2017/020115;BIBLIOTECA PÚBLICA MARÍA LEJÁRRAGA. SEÑALIZACIÓN;216;HORTALEZA;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;0,00;6330,48;6330,48;0,00;0,00;6330,48;6330,48;6330,48;0,00;6330,48
;;001;098;33210;62901;2017/000115;2017/030115;BIBLIOTECA PÚBLICA MARIO VARGAS LLOSA. SEÑALIZACIÓN;201;CENTRO;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;0,00;1512,50;1512,50;0,00;0,00;1512,50;1512,50;1512,50;0,00;1512,50
;;001;098;33210;62901;2017/000115;2017/040115;BIBLIOTECA PÚBLICA POZO DEL TÍO RAIMUNDO. SEÑALIZACIÓN;213;PUENTE DE VALLECAS;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;0,00;6192,17;6192,17;0,00;0,00;6192,17;6192,17;6192,17;0,00;6192,17
;;001;098;33210;62999;2017/000116;2017/000116;UNIDAD TÉCNICA DE BIBLIOTECAS. ADQUISICIÓN DE LIBROS;998;VARIOS DISTRITOS;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;750000,00;0,00;750000,00;165474,19;0,00;584525,81;584525,81;433083,54;0,00;351248,88
;;001;098;33210;62999;2017/000127;2017/000127;UNIDAD TÉCNICA DE BIBLIOTECAS. ADQUISICIÓN MATERIAL MULTIMEDIA Y AUDIOVISUAL;998;VARIOS DISTRITOS;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;300000,00;0,00;300000,00;123318,01;0,00;176681,99;176681,99;0,00;0,00;0,00
;;001;098;33210;62999;2017/000129;2017/000129;"BIBLIOTECA MUSICAL ""VÍCTOR ESPINÓS"". ADQUISICIÓN DE INTRUMENTOS Y PARTITURAS";201;CENTRO;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;23000,00;0,00;23000,00;3828,76;0,00;19171,24;19171,24;19171,24;0,00;19171,24
;;001;098;33210;63999;2017/000131;2017/000131;"BIBLIOTECA MUSICAL ""VÍCTOR ESPINÓS"". REPARACION DE INSTRUMENTOS ANTIGUOS";201;CENTRO;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;5000,00;0,00;5000,00;5000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33210;64100;2017/000132;2017/000132;BIBLIOTECA DIGITAL. CREACIÓN PÁGINA WEB;201;CENTRO;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;22000,00;0,00;22000,00;22000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33210;62999;2017/000134;2017/000134;EQUIPAMIENTO BIBLIOTECA DIGITAL;201;CENTRO;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;14000,00;0,00;14000,00;10513,37;0,00;3486,63;3486,63;3486,63;0,00;3486,63
;;001;098;33210;60900;2017/000137;2017/000137;IMPRENTA MUNICIPAL-ARTES DEL LIBRO. ADQUISICIÓN COLECCIÓN OLMO-VILAS;201;CENTRO;10;CULTURA;02;MUSEOS Y COLECCIONES;;;;;;;350000,00;400000,00;750000,00;0,00;0,00;750000,00;0,00;0,00;0,00;0,00
;;001;098;33210;62999;2017/000138;2017/000138;BIBLIOTECA HISTÓRICA. ADQUISICIÓN DE LIBROS;201;CENTRO;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;10000,00;0,00;10000,00;8853,60;0,00;1146,40;1146,40;842,40;0,00;842,40
;;001;098;33210;62599;2017/000139;2017/000139;EQUIPAMIENTO BIBLIOTECA TÉCNICA;203;RETIRO;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;1000,00;0,00;1000,00;1000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33000;62901;2017/000182;2017/000182;SEÑALIZACIÓN EDIFICIOS ÁREA DE GOBIERNO DE CULTURA Y DEPORTES;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;4000,00;-962,70;3037,30;3037,30;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33000;62500;2017/000183;2017/000183;EQUIPAMIENTO SERVICIOS ÁREA DE GOBIERNO DE CULTURA Y DEPORTES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;10000,00;0,00;10000,00;9614,42;0,00;385,58;385,58;77,63;0,00;77,63
;;001;098;33000;62599;2017/000183;2017/000183;EQUIPAMIENTO SERVICIOS ÁREA DE GOBIERNO DE CULTURA Y DEPORTES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;5500,00;0,00;5500,00;5424,25;0,00;75,75;75,75;0,00;0,00;0,00
;;001;098;33000;63500;2017/000183;2017/000183;EQUIPAMIENTO SERVICIOS ÁREA DE GOBIERNO DE CULTURA Y DEPORTES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;8000,00;0,00;8000,00;1128,77;0,00;6871,23;6871,23;6871,23;0,00;6871,23
;;001;098;34102;62302;2017/000282;2017/000282;MATERIAL DE EXPLORACIÓN Y DIAGNÓSTICO PARA LOS CENTROS DEPORTIVOS MUNICIPALES;998;VARIOS DISTRITOS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;60000,00;-58080,00;1920,00;1920,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;34102;62302;2017/000282;2017/010282;CENTRO DEPORTIVO GIMNASIO MOSCARDÓ. MATERIAL DE EXPLORACIÓN Y DIAGNÓSTICO;204;SALAMANCA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;14520,00;14520,00;0,00;0,00;14520,00;0,00;0,00;0,00;0,00
;;001;098;34102;62302;2017/000282;2017/020282;CENTRO DEPORTIVO CONCEPCIÓN. MATERIAL DE EXPLORACIÓN Y DIAGNÓSTICO;215;CIUDAD LINEAL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;14520,00;14520,00;0,00;0,00;14520,00;0,00;0,00;0,00;0,00
;;001;098;34102;62302;2017/000282;2017/030282;CENTRO DEPORTIVO JOSÉ MARÍA CAGIGAL. MATERIAL DE EXPLORACIÓN Y DIAGNÓSTICO;209;MONCLOA-ARAVACA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;14520,00;14520,00;0,00;0,00;14520,00;0,00;0,00;0,00;0,00
;;001;098;34102;62302;2017/000282;2017/040282;CENTRO DEPORTIVO DAOIZ Y VELARDE 2. MATERIAL DE EXPLORACIÓN Y DIAGNÓSTICO;203;RETIRO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;14520,00;14520,00;0,00;0,00;14520,00;0,00;0,00;0,00;0,00
;;001;098;34102;62302;2017/000283;2017/000283;MATERIAL DEPORTIVO PARA EL PROGRAMA DE ATENCION TÉCNICA PERSONALIZADA (ATP);998;VARIOS DISTRITOS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;100000,00;0,00;100000,00;100000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;34102;63200;2017/000288;2017/000288;CENTROS DEPORTIVOS MUNICIPALES. ADECUACIÓN A CONDICIONES DE ACCESIBILIDAD UNIVERSAL;998;VARIOS DISTRITOS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;1000000,00;-376677,35;623322,65;623322,65;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;34102;63200;2017/000289;2017/000289;ESPACIOS DEPORTIVOS GRANDES DIMENSIONES. ADECUACIÓN PARA DEPORTES MINORITARIOS DE EQUIPO;998;VARIOS DISTRITOS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;2500000,00;-1894515,73;605484,27;605484,27;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;34102;63200;2017/000289;2017/010289;QUIOSCO ESTANQUE PARQUE JUAN CARLOS I. ACONDICIONAMIENTO ALMACENAMIENTO PIRAGUAS;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;26455,23;26455,23;0,00;0,00;26455,23;26455,23;26455,23;0,00;26455,23
;;001;098;34102;63200;2017/000289;2017/020289;DEPORTIVO BÁSICO RAMÍREZ DEL PRADO. ADECUACIÓN PARA LA PRÁCTICA DEL ECUAVOLEY;202;ARGANZUELA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;22186,35;22186,35;0,00;0,00;22186,35;0,00;0,00;0,00;0,00
;;001;098;34102;63200;2017/000289;2017/030289;DEPORTIVO BÁSICO CONCEJAL GABRIEL FERNÁNDEZ. ADECUACIÓN PARA PRÁCTICA ECUAVOLEY;210;LATINA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;27825,04;27825,04;0,00;0,00;27825,04;0,00;0,00;0,00;0,00
;;001;098;34102;63200;2017/000289;2017/040289;DEPORTIVO BÁSICO DAVID GONZÁLEZ RUBIO-PRADOLONGO. ADECUACIÓN PARA PRÁCTICA ECUAVOLEY;212;USERA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;47815,01;47815,01;0,00;0,00;47815,01;0,00;0,00;0,00;0,00
;;001;098;34102;63200;2017/000289;2017/050289;DEPORTIVO BÁSICO CEMENTERIO CIVIL. ADECUACIÓN PARA LA PRÁCTICA DEL ECUAVOLEY;215;CIUDAD LINEAL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;24355,28;24355,28;0,00;0,00;24355,28;0,00;0,00;0,00;0,00
;;001;098;33301;60900;2017/000297;2017/000297;ADQUISICIÓN DE BIENES CULTURALES PARA MUSEOS;998;VARIOS DISTRITOS;10;CULTURA;02;MUSEOS Y COLECCIONES;;;;;;;300000,00;-140743,82;159256,18;159256,18;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33301;60900;2017/000297;2017/010297;MUSEO DE HISTORIA DE MADRID. ADQUISICIÓN DE BIENES CULTURALES;201;CENTRO;10;CULTURA;02;MUSEOS Y COLECCIONES;;;;;;;0,00;130419,82;130419,82;0,00;4831,94;125587,88;102338,59;12100,56;0,00;12100,56
;;001;098;33301;60900;2017/000297;2017/020297;MUSEO DE SAN ISIDRO. ADQUISICIÓN DE BIENES CULTURALES;201;CENTRO;10;CULTURA;02;MUSEOS Y COLECCIONES;;;;;;;0,00;5000,00;5000,00;0,00;0,00;5000,00;5000,00;5000,00;0,00;0,00
;;001;098;33301;60900;2017/000297;2017/030297;MUSEO DE ARTE CONTEMPORÁNEO. ADQUISICIÓN DE BIENES CULTURALES;201;CENTRO;10;CULTURA;02;MUSEOS Y COLECCIONES;;;;;;;0,00;5324,00;5324,00;0,00;0,00;5324,00;5324,00;0,00;0,00;0,00
;;001;098;33301;62600;2017/000298;2017/000298;MUSEOS MUNICIPALES: EQUIPOS DE COMUNICACIÓN;998;VARIOS DISTRITOS;10;CULTURA;02;MUSEOS Y COLECCIONES;;;;;;;3000,00;-581,00;2419,00;2419,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33301;62999;2017/000299;2017/000299;BIBLIOTECAS TÉCNICAS MUSEOS. FONDOS BIBLIOGRÁFICOS PARA CONSULTA Y CATALOGACIÓN;998;VARIOS DISTRITOS;10;CULTURA;02;MUSEOS Y COLECCIONES;;;;;;;4000,00;0,00;4000,00;4000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33301;62999;2017/000300;2017/000300;ERMITA DE SAN ANTONIO DE LA FLORIDA. ADQUISICIÓN SISTEMA DE CONTROL MEDIOAMBIENTAL;209;MONCLOA-ARAVACA;10;CULTURA;02;MUSEOS Y COLECCIONES;;;;;;;30000,00;-19965,00;10035,00;10035,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33301;62999;2017/000301;2017/000301;MUSEO DE SAN ISIDRO. ADQUISICIÓN DE MALETAS DIDÁCTICAS;201;CENTRO;10;CULTURA;02;MUSEOS Y COLECCIONES;;;;;;;3000,00;0,00;3000,00;3000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33301;63301;2017/000303;2017/000303;TEMPLO DE DEBOD. RENOVACIÓN INSTALACIÓN INFORMATIVA DE LA MUSEOGRAFÍA PERMANENTE;209;MONCLOA-ARAVACA;10;CULTURA;02;MUSEOS Y COLECCIONES;;;;;;;400000,00;-389912,00;10088,00;10088,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33301;64100;2017/000304;2017/000304;MUSEOS MUNICIPALES. APLICACIÓN WIFI PARA TELÉFONOS MÓVILES;999;NO DISTRITALIZABLE;10;CULTURA;02;MUSEOS Y COLECCIONES;;;;;;;22000,00;0,00;22000,00;22000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33301;62599;2017/000305;2017/000305;EQUIPAMIENTO MUSEO DE HISTORIA;201;CENTRO;10;CULTURA;02;MUSEOS Y COLECCIONES;;;;;;;95200,00;-22303,07;72896,93;55558,84;0,00;17338,09;17338,09;17338,09;0,00;12160,50
;;001;098;33301;62999;2017/000305;2017/000305;EQUIPAMIENTO MUSEO DE HISTORIA;201;CENTRO;10;CULTURA;02;MUSEOS Y COLECCIONES;;;;;;;21700,00;-4983,18;16716,82;4366,69;0,00;12350,13;12350,13;10355,18;0,00;3164,15
;;001;098;33301;63599;2017/000305;2017/000305;EQUIPAMIENTO MUSEO DE HISTORIA;201;CENTRO;10;CULTURA;02;MUSEOS Y COLECCIONES;;;;;;;2000,00;0,00;2000,00;2000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;62200;2017/000312;2017/000312;BIBLIOTECA CIUDAD LINEAL. CONSTRUCCIÓN;215;CIUDAD LINEAL;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;185000,00;0,00;185000,00;185000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;62200;2017/000313;2017/000313;BIBLIOTECA PUENTE DE VALLECAS, C/MONTE URGULL. CONTRUCCIÓN;213;PUENTE DE VALLECAS;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;197000,00;0,00;197000,00;97168,68;0,00;99831,32;99831,32;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;098;33601;62200;2017/000317;2017/000317;BIBLIOTECA DE VILLAVERDE. CONSTRUCCIÓN;217;VILLAVERDE;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;185000,00;0,00;185000,00;185000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;62200;2017/000319;2017/000319;BIBLIOTECA DE MONTECARMELO. CONSTRUCCIÓN;208;FUENCARRAL-EL PARDO;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;185000,00;0,00;185000,00;185000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;62200;2017/000326;2017/000326;BIBLIOTECA HORTALEZA. CONSTRUCCIÓN;216;HORTALEZA;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;185000,00;0,00;185000,00;185000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33405;62500;2017/000343;2017/000343;BANDA SINFÓNICA MUNICIPAL. MOBILIARIO, INTRUMENTOS Y OBRAS MUSICIALES;998;VARIOS DISTRITOS;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;;;;;;;5000,00;0,00;5000,00;499,70;0,00;4500,30;4500,30;4500,30;0,00;4500,30
;;001;098;33405;62999;2017/000343;2017/000343;BANDA SINFÓNICA MUNICIPAL. MOBILIARIO, INTRUMENTOS Y OBRAS MUSICIALES;998;VARIOS DISTRITOS;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;;;;;;;150000,00;150000,00;300000,00;46197,82;0,00;253802,18;8414,18;8414,16;0,00;8414,16
;;001;098;33405;63999;2017/000343;2017/000343;BANDA SINFÓNICA MUNICIPAL. MOBILIARIO, INTRUMENTOS Y OBRAS MUSICIALES;998;VARIOS DISTRITOS;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;;;;;;;150000,00;-150000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;63200;2017/000353;2017/000353;ESTUDIOS Y TRABAJOS TÉCNICOS PROYECTOS RESTAURACIÓN PATRIMONIO CULTURAL;998;VARIOS DISTRITOS;10;CULTURA;06;ESTATUAS Y MONUMENTOS;;;;;;;60000,00;-52570,00;7430,00;7430,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;63200;2017/000355;2017/000355;RESERVADO CHICO DE LA CASA DE CAMPO. OBRAS DE RESTAURACIÓN;209;MONCLOA-ARAVACA;10;CULTURA;06;ESTATUAS Y MONUMENTOS;;;;;;;200000,00;-198177,00;1823,00;1823,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;63301;2017/000360;2017/000360;TEMPLETE DEL PARQUE DEL RETIRO. MEJORA INSTALACIÓN PROTECCIÓN SOLAR;203;RETIRO;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;50000,00;0,00;50000,00;0,00;44131,56;5868,44;5868,44;5868,44;0,00;5868,44
;;001;098;33601;60900;2017/000361;2017/000361;BIEN CULTURAL HOMENAJE A LAS VÍCTIMAS DE LOS ATENTADOS DE PARIS;998;VARIOS DISTRITOS;10;CULTURA;06;ESTATUAS Y MONUMENTOS;;;;;;;80000,00;-80000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;60900;2017/000363;2017/000363;BIEN CULTURAL HOMENAJE A ENRIQUE TIERNO GALVÁN;998;VARIOS DISTRITOS;10;CULTURA;06;ESTATUAS Y MONUMENTOS;;;;;;;80000,00;0,00;80000,00;80000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;60900;2017/000382;2017/000382;REPRODUCCIÓN FUENTES  GEMELAS PUERTA DEL SOL. RESTAURACIÓN;218;VILLA DE VALLECAS;10;CULTURA;06;ESTATUAS Y MONUMENTOS;;;;;;;80000,00;0,00;80000,00;80000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;60900;2017/000385;2017/000385;REPRODUCCIÓN FUENTE DE LA SERENA. RESTAURACIÓN;204;SALAMANCA;10;CULTURA;06;ESTATUAS Y MONUMENTOS;;;;;;;60000,00;0,00;60000,00;60000,00;0,00;0,00;0,00;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;098;33601;63200;2017/000393;2017/000393;REHABILITACIÓN IGLESIA MARIS STELLA;212;USERA;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;250000,00;0,00;250000,00;250000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;63200;2017/000395;2017/000395;OBRAS DE CONSERVACIÓN DEL PATRIMONIO CULTURAL;998;VARIOS DISTRITOS;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;148000,00;431601,19;579601,19;0,00;579601,19;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;63200;2017/000395;2017/010395;MUSEO DE SAN ISIDRO. ADECUACIÓN PARAMENTOS EN ZONAS NO EXPOSITIVAS;201;CENTRO;10;CULTURA;02;MUSEOS Y COLECCIONES;;;;;;;0,00;8398,81;8398,81;0,00;0,00;8398,81;8398,81;8398,80;0,00;8398,80
;;001;098;33601;62301;2017/000397;2017/000397;EDIFICIOS CULTURA Y DEPORTES. SISTEMAS DE ALARMAS;998;VARIOS DISTRITOS;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;10000,00;-848,61;9151,39;9151,39;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;63200;2017/000404;2017/000404;ANTIGUAS OFICINAS TEATRO MADRID. REHABILITACIÓN;208;FUENCARRAL-EL PARDO;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;568000,00;-380000,00;188000,00;169883,17;0,00;18116,83;18116,83;0,00;0,00;0,00
;;001;098;33601;63200;2017/000406;2017/000406;NAVE 8 DEL MATADERO. OBRAS ADECUACIÓN SEDE DE LA ESCUELA SUPERIOR DE DISEÑO DE MADRID;202;ARGANZUELA;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;450000,00;-350000,00;100000,00;100000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;34102;62302;2017/000575;2017/000575;EQUIPAMIENTO CENTROS DEPORTIVOS PARA REALIZACIÓN DE COMPETICIONES OFICIALES;998;VARIOS DISTRITOS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;100000,00;-11975,83;88024,17;88024,17;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;34102;62599;2017/000575;2017/000575;EQUIPAMIENTO CENTROS DEPORTIVOS PARA REALIZACIÓN DE COMPETICIONES OFICIALES;998;VARIOS DISTRITOS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;150000,00;0,00;150000,00;150000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;34102;62600;2017/000575;2017/000575;EQUIPAMIENTO CENTROS DEPORTIVOS PARA REALIZACIÓN DE COMPETICIONES OFICIALES;998;VARIOS DISTRITOS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;150000,00;-69520,42;80479,58;80479,58;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;63200;2017/000586;2017/000586;TEATRO MADRID. REHABILITACIÓN;208;FUENCARRAL-EL PARDO;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;700000,00;-650328,00;49672,00;49672,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;61900;2017/000587;2017/000587;MONUMENTO A LAS VÍCTIMAS DEL 11-M. REFORMA;203;RETIRO;10;CULTURA;06;ESTATUAS Y MONUMENTOS;;;;;;;300000,00;0,00;300000,00;300000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;63301;2017/000596;2017/000596;TEMPLO DE DEBOD. OBRAS DE CLIMATIZACIÓN;209;MONCLOA-ARAVACA;10;CULTURA;02;MUSEOS Y COLECCIONES;;;;;;;200000,00;0,00;200000,00;0,00;200000,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;62200;2017/000646;2017/000646;CENTRO CULTURAL EN BARRIO LAS TABLAS. CONSTRUCCIÓN;208;FUENCARRAL-EL PARDO;10;CULTURA;03;CENTROS CULTURALES;;;;;;;185000,00;0,00;185000,00;185000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;34102;62200;2017/000647;2017/000647;PISTA DE ATLETISMO EN EL PARQUE PLATA Y CASTAÑAR. CONSTRUCCIÓN;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;100000,00;0,00;100000,00;100000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;34102;62200;2017/000648;2017/000648;INSTALACIÓN DEPORTIVA VALLEHERMOSO. CONSTRUCCIÓN;207;CHAMBERI;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;100000,00;0,00;100000,00;100000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;34102;63200;2017/000649;2017/000649;DEPORTIVO BÁSICO PARQUE COMILLAS. REHABILITACIÓN;211;CARABANCHEL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;300000,00;0,00;300000,00;242065,20;0,00;57934,80;57934,80;0,00;0,00;0,00
;;001;098;34102;63200;2017/000650;2017/000650;DEPORTIVO BÁSICO GABRIEL FERNÁNDEZ. REHABILITACIÓN;210;LATINA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;500000,00;0,00;500000,00;500000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;63200;2017/000679;2017/000679;EDIFICIO DAOIZ Y VELARDE. ADAPTACIÓN TEATRO;203;RETIRO;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;1500000,00;0,00;1500000,00;1500000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;098;33601;60999;2017/000687;2017/000687;CUESTA DE MOYANO. CONVERSIÓN  EN UN ESPACIO CULTURAL;203;RETIRO;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;;;;;;;800000,00;0,00;800000,00;800000,00;0,00;0,00;0,00;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;098;34102;63200;2017/000688;2017/000688;DEPORTIVO BÁSICO CASTROSERNA. OBRAS DE ACONDICIONAMIENTO;210;LATINA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;1000000,00;1000000,00;17,35;0,00;999982,65;0,00;0,00;0,00;0,00
;;001;098;34102;62200;2017/000692;2017/000692;DEPORTIVO BÁSICO SAN MARTÍN DE PORRES. CÉSPED ARTIFICIAL;211;CARABANCHEL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;700000,00;0,00;700000,00;700000,00;0,00;0,00;0,00;0,00;0,00;0,00
