Fondo;Descripci¢n;Centro;Secci¢n;Programa;Subconcepto;Programa de Financiaci¢n;Definici¢n proyecto;T°tulo;Distrito;Texto Distrito;L°nea Inversi¢n;Descripci¢n L°nea de Inversi¢n;Subl°ne de Inversi¢n;Descripci¢n Subl°ne de Inversi¢n;Etiqueta 16;Descripci¢n etiqueta 16;Etiqueta 17;Descripci¢n etiqueta 17;Etiqueta 18;Descripci¢n etiqueta 18;Cred. Inicial(1);Modifc. (2);C. Definitivo (3);C Disponible (4);Re. Pte. Util.(5);C. Autorizado (6);C. Dispuesto (7);Obl. Reconoc. (8);C. Ordenado (9);Pagos Real (10)
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;201;93303;63200;2017/004693;2017/004693;IFS - PISTA DEPORTIVA PLAZA DE GABRIEL MIR‡. ACONDICIONAMIENTO Y ACCESIBILIDAD;201;CENTRO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;149969,29;149969,29;0,00;0,00;149969,29;149969,29;149969,29;0,00;149969,29
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;201;93303;63200;2017/004695;2017/004695;IFS - CASA BA•OS DE C/EMBAJADORES. OBRAS DE EFICIENCIA ENERGêTICA.;201;CENTRO;04;SALUD PÈBLICA;02;HIGIENE;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;65073,91;65073,91;0,00;0,00;65073,91;65073,91;65073,91;0,00;65073,91
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;201;93303;63200;2017/004697;2017/004697;IFS - CENTRO DE D÷A Y  ALZHEIMER CARMEN CONDE.OBRAS DE  EFICIENCIA ENERGêTICA;201;CENTRO;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;00;CENTROS DE D÷A Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;28818,46;28818,46;0,00;0,00;28818,46;28818,46;24848,52;0,00;24848,52
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;201;93303;63200;2017/004699;2017/004699;IFS - CENTRO DE MAYORES SAN FRANCISCO EL GRANDE. OBRAS DE EFICIENCIA ENERGêTICA.;201;CENTRO;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;39016,62;39016,62;0,00;0,00;39016,62;39016,62;36448,81;0,00;36448,81
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;201;93303;63200;2017/004700;2017/004700;IFS - CENTRO DE SERVICIOS SOCIALES PUERTA DE TOLEDO. OBRAS VARIAS DE MEJORA;201;CENTRO;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;59884,12;59884,12;0,00;0,00;59884,12;59884,12;59884,12;0,00;59884,12
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;201;93303;63200;2017/004701;2017/004701;IFS - JUNTA MUNICIPAL DISTRITO CENTRO. ADECUACI‡N DE SAL‡N DE PLENOS Y OTRAS ACTUACIONES;201;CENTRO;00;INVERSIONES DE CARµCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;47221,88;47221,88;0,00;0,00;47221,88;47221,88;47221,88;0,00;47221,88
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;201;93303;63200;2017/004702;2017/004702;IFS - COLEGIO PÈBLICO SAN ILDEFONSO. ADECUACI‡N CONDICIONES DE ACCESIBILIDAD;201;CENTRO;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;27576,94;27576,94;0,00;0,00;27576,94;27576,94;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005295;2018/005295;IFS - COLEGIO PÈBLICO EMILIA PARDO BAZAN. AMPLIACI‡N DE AULAS Y ADECUACI‡N TERRAZA;201;CENTRO;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;180000,00;180000,00;0,00;95,11;179904,89;179904,89;126852,60;0,00;126852,60
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005296;2018/005296;IFS - COLEGIO PÈBLICO ISABEL LA CATOLICA. IMPERMEABILIZACI‡N Y ADECUACI‡N ESCALERAS;201;CENTRO;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;165000,00;165000,00;0,00;6,55;164993,45;164993,45;126245,17;0,00;126245,17
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005297;2018/005297;IFS - COLEGIO PÈBLICO NUESTRA SE•ORA DE LA PALOMA. MEJORA INSTALACI‡N ELêCTRICA,VENTANAS Y PATIO;201;CENTRO;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;196300,00;196300,00;7,79;0,00;196292,21;196292,21;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005298;2018/005298;IFS - COLEGIO PÈBLICO PALACIO VALDêS. REPARACI‡N DE HUMEDADES Y MEDIDAS DE SEGURIDAD;201;CENTRO;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;67800,00;67800,00;10,04;0,00;67789,96;67789,96;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005299;2018/005299;IFS - COLEGIO PÈBLICO PI I MARGALL. REPOSICI‡N DE INSTALACI‡N DE CALEFACCI‡N Y REFORMA DE ACCESO;201;CENTRO;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;75600,00;75600,00;88,57;0,00;75511,43;75511,43;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005300;2018/005300;IFS - COLEGIO PÈBLICO SAN ILDEFONSO.ADECUACI‡N PROTECCI‡N CONTRA INCENDIOS Y SEGURIDAD;201;CENTRO;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;65400,00;65400,00;0,00;100,02;65299,98;65299,98;60763,55;0,00;60763,55
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005301;2018/005301;IFS - COLEGIO PÈBLICO VAZQUEZ DE MELLA. REPARACI‡N DE HUMEDADES EN PLANTA BAJA;201;CENTRO;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;50000,00;50000,00;1804,08;0,00;48195,92;48195,92;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005302;2018/005302;IFS - ESCUELA INFANTIL EL DUENDE. ACONDICIONAMIENTO ALICATADOS Y SOLADOS;201;CENTRO;05;EDUCACI‡N;01;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;38000,00;38000,00;29,55;0,00;37970,45;37970,45;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005303;2018/005303;IFS - ESCUELA INFANTIL EL OLIVAR. ACONDICIONAMIENTO DIVERSOS;201;CENTRO;05;EDUCACI‡N;01;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;15000,00;15000,00;57,69;0,00;14942,31;14942,31;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005304;2018/005304;IFS - RESIDENCIA INTERNADO SAN ILDEFONSO. REPARACI‡N DE CUBIERTA Y MEDIDAS DE SEGURIDAD;201;CENTRO;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;300000,00;300000,00;185,96;0,00;299814,04;299814,04;227113,33;0,00;227113,33
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005305;2018/005305;IFS - ESCUELA INFANTIL NUESTRA SE•ORA DE LA PALOMA. REHABILITACI‡N INSTALACIONES Y PATIOS;201;CENTRO;05;EDUCACI‡N;01;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;345000,00;345000,00;345000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005306;2018/005306;IFS - ESCUELA INFANTIL OSA MENOR. REPOSICI‡N DE INSTALACIONES DE CLIMATIZACI‡N Y ELECTRICIDAD;201;CENTRO;05;EDUCACI‡N;01;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;125000,00;125000,00;1259,68;0,00;123740,32;123740,32;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005307;2018/005307;IFS - ESCUELA INFANTIL SAN ANT‡N. ACONDICIONAMIENTOS DIVERSOS;201;CENTRO;05;EDUCACI‡N;01;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;10000,00;10000,00;7,66;0,00;9992,34;9992,34;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005308;2018/005308;IFS - DEPORTIVO BµSICO LA CORNISA. ADECUACI‡N DE CANCHA PARA VOLEY Y BALONCESTO;201;CENTRO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;40000,00;40000,00;312,16;0,00;39687,84;39687,84;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005309;2018/005309;IFS - PLAZA SOLEDAD TORRE ACOSTA. ADECUACI‡N ZONA DEPORTIVA;201;CENTRO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;80000,00;80000,00;80000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005310;2018/005310;IFS - EDIFICIO C/RIBERA DE CURTIDORES, 2. REHABILITACI‡N PARA LUGAR DE ENCUENTRO FEMINISTA;201;CENTRO;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;04;ATENCI‡N SOCIAL A LA MUJER;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;40000,00;40000,00;944,04;0,00;39055,96;39055,96;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005311;2018/005311;IFS - EDIFICIO SEDE DISTRITO CENTRO. RENOVACI‡N DE INSTALACIONES DE CLIMATIZACI‡N;201;CENTRO;00;INVERSIONES DE CARµCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;60000,00;60000,00;60000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005312;2018/005312;IFS - EVACUATORIO PLAZA DE CIBELES. REHABILITACI‡N INTEGRAL;201;CENTRO;04;SALUD PÈBLICA;02;HIGIENE;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;125000,00;125000,00;125000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005313;2018/005313;IFS - CENTRO D÷A DE ALZHEIMER CARMEN CONDE. REPOSICI‡N INSTALACIONES DE CLIMATIZACI‡N Y OTRAS;201;CENTRO;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;00;CENTROS DE D÷A Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;60000,00;60000,00;60000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005314;2018/005314;IFS - CENTRO SERVICIOS SOCIALES MARAVILLAS. ADECUACI‡N CLIMATIZACI‡N Y DETECCI‡N INCENDIOS;201;CENTRO;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;50000,00;50000,00;1636,01;0,00;48363,99;48363,99;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005315;2018/005315;IFS - CENTRO DE MAYORES ANT‡N MART÷N. REPOSICI‡N INSTALACI‡N DE ILUMINACI‡N Y ELECTRICIDAD;201;CENTRO;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;20000,00;20000,00;8,33;0,00;19991,67;19991,67;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005316;2018/005316;IFS - CENTRO DE MAYORES DOS AMIGOS. REPOSICI‡N INSTALACIONES DE CLIMATIZACI‡N Y OTRAS;201;CENTRO;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;100000,00;100000,00;100000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005317;2018/005317;IFS - CENTRO MAYORES BENITO MART÷N LOZANO. ACONDICIONAMIENTOS DIVERSOS;201;CENTRO;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;10000,00;10000,00;28,94;0,00;9971,06;9971,06;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005318;2018/005318;IFS - ALOJAMIENTOS TUTELADOS C/ JERTE, 1. MEJORA CLIMATIZACI‡N E IMPERMEABILIZACI‡N DE CUBIERTA;201;CENTRO;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;06;PERSONAS SIN HOGAR;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;130000,00;130000,00;130000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005319;2018/005319;IFS - CENTRO DE MAYORES SAN FRANCISCO. ADECUACI‡N CLIMATIZACI‡N Y PREVENCI‡N DE INCENDIOS;201;CENTRO;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;130000,00;130000,00;130000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005320;2018/005320;IFS - CENTRO SOCIOCULTURAL LAVAPIêS. ADECUACI‡N CLIMATIZACI‡N Y PREVENCI‡N DE INCENDIOS;201;CENTRO;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;100000,00;100000,00;100000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005321;2018/005321;IFS - CENTRO SOCIOCULTURAL CLARA DEL REY. REPARACI‡N SANEAMIENTO, HUMEDADES, SOLADOS Y FACHADA;201;CENTRO;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;30000,00;30000,00;32,87;0,00;29967,13;29967,13;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005322;2018/005322;IFS - CENTRO SERVICIOS SOCIALES PUERTA DE TOLEDO. INSTALACIONES DE CLIMATIZACI‡N E ILUMINACI‡N;201;CENTRO;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;20000,00;20000,00;1,93;0,00;19998,07;19998,07;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005323;2018/005323;IFS - CENTRO DEPORTIVO ESCUELAS P÷AS. INSTALACIONES DE CLIMATIZACI‡N Y EFICIENCIA ENERGêTICA;201;CENTRO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;110000,00;110000,00;110000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005324;2018/005324;IFS - EVACUATORIO PARQUE ATENAS. REHABILITACI‡N DE ACCESOS;201;CENTRO;04;SALUD PÈBLICA;02;HIGIENE;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;30000,00;30000,00;30000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005325;2018/005325;IFS - EVACUATORIO RASTRO. REHABILITACI‡N INSTALACIONES, SOLADOS Y OTRAS;201;CENTRO;04;SALUD PÈBLICA;02;HIGIENE;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;30000,00;30000,00;30000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005326;2018/005326;IFS - CENTRO DEPORTIVO ESCUELAS P÷AS. INSTALACI‡N L÷NEA DE VIDA EN CUBIERTA Y OTRAS MEJORAS;201;CENTRO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;35000,00;35000,00;132,46;0,00;34867,54;34867,54;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005327;2018/005327;IFS - CASA DE BA•OS EMBAJADORES. INSTALACIONES CLIMATIZACI‡N Y AGUA CALIENTE SANITARIA;201;CENTRO;04;SALUD PÈBLICA;02;HIGIENE;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;60000,00;60000,00;498,89;0,00;59501,11;59501,11;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005328;2018/005328;IFS - DEPORTIVO BµSICO NUESTRA SE•ORA DE LA PALOMA. REMODELACI‡N ASEOS Y ZONA SUPERIOR;201;CENTRO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;75000,00;75000,00;55,00;0,00;74945,00;74945,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005329;2018/005329;IFS - DEPORTIVO BµSICO PARQUE ATENAS. ADECUACI‡N ESPACIO DE ALMACENAJE;201;CENTRO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;20000,00;20000,00;20000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005330;2018/005330;IFS - CENTRO DE OCIO PARA ADOLESCENTES DON DE MAR÷A. ADAPTACI‡N DE ESPACIO Y ACCESIBILIDAD;201;CENTRO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;20000,00;20000,00;38,28;0,00;19961,72;19961,72;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005331;2018/005331;IFS - BIBLIOTECA BARCE‡. ACTUACIONES EN BA•OS, CARPINTER÷AS Y OTRAS MEJORAS;201;CENTRO;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRµFICO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;40000,00;40000,00;32,68;0,00;39967,32;39967,32;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005332;2018/005332;IFS - CENTRO SOCIAL COMUNITARIO Y GUARDER÷A CASINO REINA.CALDERA, HUMEDADES, AISLAMIENTO Y OTRAS;201;CENTRO;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;60000,00;60000,00;28,07;0,00;59971,93;59971,93;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005333;2018/005333;IFS - CENTRO DE D÷A Y MAYORES CASINO DE LA REINA.PROTECCI‡N CONTRA INCENDIOS,ACCESIBILIDAD Y OTRAS;201;CENTRO;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;00;CENTROS DE D÷A Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;60000,00;60000,00;60000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005334;2018/005334;IFS - CENTRO CULTURAL PUERTA DE TOLEDO. INSTALACIONES DE CLIMATIZACI‡N Y REPARACI‡N HUMEDADES;201;CENTRO;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;60000,00;60000,00;642,74;0,00;59357,26;59357,26;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005335;2018/005335;IFS - CENTRO ATENCI‡N INFANCIA CAI 1. INSTALACIONES DE CLIMATIZACI‡N Y PREVENCI‡N INCENDIOS;201;CENTRO;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;03;INFANCIA Y FAMILIA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;20000,00;20000,00;14,65;0,00;19985,35;19985,35;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005336;2018/005336;IFS - SALA EXPOSICIONES LA PALOMA. INSTALACIONES PREVENCI‡N DE INCENDIOS Y TERMO;201;CENTRO;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;10000,00;10000,00;10000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005337;2018/005337;IFS - CENTRA DE D÷A Y MAYORES SAN ANT‡N. ACONDICIONAMIENTO, NORMATIVA CONTRA INCENDIOS Y OTRAS;201;CENTRO;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;00;CENTROS DE D÷A Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;10000,00;10000,00;19,68;0,00;9980,32;9980,32;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005338;2018/005338;IFS - PISTA DEPORTIVA C/ EMBAJADORES, 18. OBRAS DE ADECUACI‡N;201;CENTRO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;70000,00;70000,00;19439,09;0,00;50560,91;50560,91;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005339;2018/005339;IFS - CENTRO CULTURAL LAVAPIêS.  IMPERMEABILIZACI‡N TERRAZA Y CARPINTER÷A;201;CENTRO;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;45000,00;45000,00;45000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005340;2018/005340;IFS - COLEGIO PÈBLICO EMILIA PARDO BAZAN. OBRAS DE REPARACI‡N Y ADECUACI‡N DE INSTALACIONES;201;CENTRO;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;60000,00;60000,00;0,00;10,04;59989,96;59989,96;47482,28;0,00;47482,28
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/005341;2018/005341;IFS - DEPORTIVO BµSICO CASINO DE LA REINA. OBRAS DE REHABILITACI‡N;201;CENTRO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;230000,00;230000,00;230000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/006537;2018/006537;IFS - CENTRO SOCIOCULTURAL CLARA DEL REY. ADAPTACI‡N INSTALACI‡N ELêCTRICA;201;CENTRO;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;50000,00;50000,00;50000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/006538;2018/006538;IFS - CENTRO COMUNITARIO PLAZA DOS DE MAYO, 1. ADECUACI‡N CONDICIONES DE ACCESIBILIDAD;201;CENTRO;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;60000,00;60000,00;60000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/006539;2018/006539;IFS - DIVERSOS EDIFICIOS DISTRITO CENTRO. MEJORA INSTALACIONES ANTINTRUSI‡N;201;CENTRO;00;INVERSIONES DE CARµCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;21000,00;21000,00;798,20;0,00;20201,80;20201,80;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/006550;2018/006550;IFS - CENTRO DE MAYORES BENITO MART÷N LOZANO. ACONDICIONAMIENTO COCINA;201;CENTRO;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;40000,00;40000,00;50,63;0,00;39949,37;39949,37;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;201;93303;63200;2018/008000;2018/008000;IFS - DEPORTIVO BµSICO CASINO DE LA REINA. ADECUACI‡N DE ESCENARIO DEL ANFITEATRO (ID: 3093);201;CENTRO;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;60000,00;60000,00;60000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;202;23103;63599;2018/001185;2018/001185;EQUIPAMIENTO CENTRO DE MAYORES CASA DEL RELOJ;202;ARGANZUELA;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;;;;;;;0,00;12000,00;12000,00;12000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;202;23103;63599;2018/001186;2018/001186;EQUIPAMIENTO CENTRO DE MAYORES LUCA DE TENA;202;ARGANZUELA;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;;;;;;;0,00;4000,00;4000,00;4000,00;0,00;0,00;0,00;0,00;0,00;0,00
